 	count
00011011010101	231
00011011010110	71
00011011010111	172
00011011011000	113
00011011011001	226
00011011011010	108
00011011011011	169
00011011011100	149
00011011011101	229
00011011011110	121
00011011011111	203
00011011100000	177
00011011100001	315
00011011100010	166
00011011100011	199
00011011100100	193
00011011100101	341
00011011100110	133
00011011100111	174
00011011101000	208
00011011101001	421
00011011101010	209
00011011101011	221
00011011101100	253
00011011101101	297
00011011101110	184
00011011101111	223
00011011110000	104
00011011110001	239
00011011110010	102
00011011110011	189
00011011110100	78
00011011110101	236
00011011110110	89
00011011110111	173
00011011111000	129
00011011111001	353
00011011111010	90
00011011111011	262
00011011111100	174
00011011111101	226
00011011111110	124
00011011111111	182
00011100000000	244
00011100000001	302
00011100000010	183
00011100000011	223
00011100000100	232
00011100000101	338
00011100000110	159
00011100000111	247
00011100001000	247
00011100001001	314
00011100001010	260
00011100001011	249
00011100001100	179
00011100001101	284
00011100001110	165
00011100001111	195
00011100010000	149
00011100010001	261
00011100010010	91
00011100010011	194
00011100010100	92
00011100010101	237
00011100010110	64
00011100010111	222
00011100011000	104
00011100011001	215
00011100011010	126
00011100011011	243
00011100011100	149
00011100011101	251
00011100011110	103
00011100011111	187
00011100100000	265
00011100100001	365
00011100100010	195
00011100100011	305
00011100100100	257
00011100100101	402
00011100100110	212
00011100100111	295
00011100101000	221
00011100101001	360
00011100101010	183
00011100101011	300
00011100101100	308
00011100101101	339
00011100101110	213
00011100101111	224
00011100110000	130
00011100110001	259
00011100110010	87
00011100110011	211
00011100110100	153
00011100110101	327
00011100110110	151
00011100110111	192
00011100111000	244
00011100111001	317
00011100111010	147
00011100111011	249
00011100111100	162
00011100111101	280
00011100111110	96
00011100111111	200
00011101000000	78
00011101000001	306
00011101000010	126
00011101000011	222
00011101000100	119
00011101000101	268
00011101000110	124
00011101000111	181
00011101001000	129
00011101001001	236
00011101001010	105
00011101001011	221
00011101001100	151
00011101001101	170
00011101001110	129
00011101001111	195
00011101010000	75
00011101010001	168
00011101010010	56
00011101010011	200
00011101010100	74
00011101010101	176
00011101010110	60
00011101010111	186
00011101011000	66
00011101011001	212
00011101011010	65
00011101011011	141
00011101011100	87
00011101011101	214
00011101011110	80
00011101011111	239
00011101100000	122
00011101100001	283
00011101100010	111
00011101100011	212
00011101100100	125
00011101100101	293
00011101100110	92
00011101100111	238
00011101101000	151
00011101101001	356
00011101101010	135
00011101101011	246
00011101101100	221
00011101101101	230
00011101101110	176
00011101101111	242
00011101110000	88
00011101110001	249
00011101110010	53
00011101110011	121
00011101110100	104
00011101110101	270
00011101110110	81
00011101110111	162
00011101111000	95
00011101111001	199
00011101111010	83
00011101111011	238
00011101111100	126
00011101111101	277
00011101111110	99
00011101111111	185
00011110000000	275
00011110000001	448
00011110000010	184
00011110000011	289
00011110000100	284
00011110000101	398
00011110000110	222
00011110000111	381
00011110001000	287
00011110001001	305
00011110001010	246
00011110001011	301
00011110001100	307
00011110001101	371
00011110001110	234
00011110001111	278
00011110010000	124
00011110010001	315
00011110010010	97
00011110010011	257
00011110010100	135
00011110010101	255
00011110010110	108
00011110010111	223
00011110011000	136
00011110011001	361
00011110011010	142
00011110011011	286
00011110011100	231
00011110011101	251
00011110011110	112
00011110011111	249
00011110100000	254
00011110100001	376
00011110100010	235
00011110100011	352
00011110100100	300
00011110100101	391
00011110100110	211
00011110100111	366
00011110101000	405
00011110101001	453
00011110101010	310
00011110101011	358
00011110101100	404
00011110101101	442
00011110101110	241
00011110101111	328
00011110110000	136
00011110110001	354
00011110110010	87
00011110110011	290
00011110110100	186
00011110110101	362
00011110110110	109
00011110110111	279
00011110111000	296
00011110111001	425
00011110111010	207
00011110111011	341
00011110111100	273
00011110111101	363
00011110111110	221
00011110111111	249
00011111000000	170
00011111000001	231
00011111000010	167
00011111000011	249
00011111000100	149
00011111000101	284
00011111000110	137
00011111000111	307
00011111001000	189
00011111001001	281
00011111001010	201
00011111001011	230
00011111001100	215
00011111001101	311
00011111001110	129
00011111001111	184
00011111010000	102
00011111010001	170
00011111010010	57
00011111010011	180
00011111010100	74
00011111010101	233
00011111010110	103
00011111010111	185
00011111011000	117
00011111011001	276
00011111011010	113
00011111011011	248
00011111011100	133
00011111011101	225
00011111011110	111
00011111011111	241
00011111100000	178
00011111100001	365
00011111100010	160
00011111100011	262
00011111100100	281
00011111100101	363
00011111100110	158
00011111100111	220
00011111101000	298
00011111101001	330
00011111101010	215
00011111101011	272
00011111101100	264
00011111101101	325
00011111101110	172
00011111101111	255
00011111110000	104
00011111110001	212
00011111110010	70
00011111110011	164
00011111110100	112
00011111110101	218
00011111110110	125
00011111110111	254
00011111111000	153
00011111111001	302
00011111111010	130
00011111111011	238
00011111111100	160
00011111111101	281
00011111111110	113
00011111111111	274
00100000000000	227
00100000000001	270
00100000000010	207
00100000000011	261
00100000000100	260
00100000000101	263
00100000000110	161
00100000000111	222
00100000001000	341
00100000001001	316
00100000001010	170
00100000001011	211
00100000001100	237
00100000001101	243
00100000001110	160
00100000001111	197
00100000010000	107
00100000010001	223
00100000010010	114
00100000010011	216
00100000010100	89
00100000010101	284
00100000010110	106
00100000010111	212
00100000011000	197
00100000011001	252
00100000011010	159
00100000011011	221
00100000011100	172
00100000011101	254
00100000011110	126
00100000011111	175
00100000100000	258
00100000100001	343
00100000100010	225
00100000100011	313
00100000100100	296
00100000100101	385
00100000100110	183
00100000100111	277
00100000101000	341
00100000101001	410
00100000101010	185
00100000101011	379
00100000101100	266
00100000101101	370
00100000101110	199
00100000101111	236
00100000110000	180
00100000110001	270
00100000110010	128
00100000110011	258
00100000110100	140
00100000110101	294
00100000110110	126
00100000110111	240
00100000111000	226
00100000111001	360
00100000111010	175
00100000111011	233
00100000111100	228
00100000111101	211
00100000111110	207
00100000111111	195
00100001000000	117
00100001000001	242
00100001000010	118
00100001000011	188
00100001000100	108
00100001000101	241
00100001000110	109
00100001000111	228
00100001001000	149
00100001001001	238
00100001001010	133
00100001001011	152
00100001001100	130
00100001001101	131
00100001001110	91
00100001001111	164
00100001010000	65
00100001010001	123
00100001010010	58
00100001010011	186
00100001010100	85
00100001010101	149
00100001010110	67
00100001010111	144
00100001011000	109
00100001011001	231
00100001011010	55
00100001011011	175
00100001011100	107
00100001011101	112
00100001011110	92
00100001011111	166
00100001100000	133
00100001100001	266
00100001100010	103
00100001100011	228
00100001100100	164
00100001100101	322
00100001100110	134
00100001100111	238
00100001101000	105
00100001101001	225
00100001101010	210
00100001101011	234
00100001101100	186
00100001101101	260
00100001101110	143
00100001101111	193
00100001110000	91
00100001110001	201
00100001110010	56
00100001110011	124
00100001110100	85
00100001110101	234
00100001110110	76
00100001110111	203
00100001111000	111
00100001111001	268
00100001111010	103
00100001111011	185
00100001111100	127
00100001111101	242
00100001111110	107
00100001111111	166
00100010000000	138
00100010000001	309
00100010000010	110
00100010000011	153
00100010000100	200
00100010000101	266
00100010000110	123
00100010000111	191
00100010001000	193
00100010001001	316
00100010001010	121
00100010001011	160
00100010001100	172
00100010001101	239
00100010001110	171
00100010001111	133
00100010010000	109
00100010010001	234
00100010010010	62
00100010010011	134
00100010010100	92
00100010010101	177
00100010010110	66
00100010010111	171
00100010011000	144
00100010011001	265
00100010011010	100
00100010011011	249
00100010011100	116
00100010011101	210
00100010011110	101
00100010011111	142
00100010100000	249
00100010100001	356
00100010100010	157
00100010100011	152
00100010100100	248
00100010100101	405
00100010100110	175
00100010100111	237
00100010101000	246
00100010101001	270
00100010101010	206
00100010101011	141
00100010101100	235
00100010101101	299
00100010101110	161
00100010101111	220
00100010110000	149
00100010110001	209
00100010110010	98
00100010110011	184
00100010110100	123
00100010110101	307
00100010110110	84
00100010110111	248
00100010111000	179
00100010111001	288
00100010111010	149
00100010111011	269
00100010111100	154
00100010111101	317
00100010111110	89
00100010111111	189
00100011000000	146
00100011000001	169
00100011000010	98
00100011000011	144
00100011000100	95
00100011000101	144
00100011000110	118
00100011000111	144
00100011001000	137
00100011001001	148
00100011001010	139
00100011001011	125
00100011001100	114
00100011001101	170
00100011001110	96
00100011001111	135
00100011010000	82
00100011010001	188
00100011010010	45
00100011010011	138
00100011010100	57
00100011010101	146
00100011010110	51
00100011010111	135
00100011011000	108
00100011011001	149
00100011011010	93
00100011011011	124
00100011011100	114
00100011011101	208
00100011011110	96
00100011011111	125
00100011100000	176
00100011100001	274
00100011100010	125
00100011100011	169
00100011100100	183
00100011100101	283
00100011100110	147
00100011100111	157
00100011101000	173
00100011101001	235
00100011101010	175
00100011101011	183
00100011101100	156
00100011101101	243
00100011101110	138
00100011101111	245
00100011110000	83
00100011110001	203
00100011110010	90
00100011110011	161
00100011110100	92
00100011110101	188
00100011110110	76
00100011110111	184
00100011111000	138
00100011111001	210
00100011111010	81
00100011111011	237
00100011111100	121
00100011111101	230
00100011111110	65
00100011111111	134
00100100000000	180
00100100000001	277
00100100000010	185
00100100000011	199
00100100000100	179
00100100000101	267
00100100000110	149
00100100000111	259
00100100001000	174
00100100001001	290
00100100001010	148
00100100001011	138
00100100001100	199
00100100001101	221
00100100001110	141
00100100001111	173
00100100010000	115
00100100010001	158
00100100010010	61
00100100010011	116
00100100010100	93
00100100010101	183
00100100010110	102
00100100010111	170
00100100011000	145
00100100011001	235
00100100011010	135
00100100011011	195
00100100011100	131
00100100011101	198
00100100011110	105
00100100011111	116
00100100100000	250
00100100100001	307
00100100100010	192
00100100100011	218
00100100100100	211
00100100100101	331
00100100100110	182
00100100100111	246
00100100101000	265
00100100101001	280
00100100101010	185
00100100101011	242
00100100101100	231
00100100101101	249
00100100101110	217
00100100101111	189
00100100110000	128
00100100110001	264
00100100110010	73
00100100110011	197
00100100110100	120
00100100110101	290
00100100110110	79
00100100110111	150
00100100111000	136
00100100111001	302
00100100111010	171
00100100111011	186
00100100111100	160
00100100111101	243
00100100111110	102
00100100111111	300
00100101000000	66
00100101000001	170
00100101000010	64
00100101000011	164
00100101000100	107
00100101000101	172
00100101000110	53
00100101000111	175
00100101001000	128
00100101001001	152
00100101001010	92
